season,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2017,Australian Grand Prix,bottas,mercedes,77,3,3,3,15.0,57,+11.250,5062922,56,2,,Finished
2017,Australian Grand Prix,raikkonen,ferrari,7,4,4,4,12.0,57,+22.393,5074065,56,1,,Finished
2017,Australian Grand Prix,max_verstappen,red_bull,33,5,5,5,10.0,57,+28.827,5080499,43,5,,Finished
2017,Australian Grand Prix,massa,williams,19,7,6,6,8.0,57,+1:23.386,5135058,49,9,,Finished
2017,Australian Grand Prix,perez,force_india,11,10,7,7,6.0,56,,,56,10,,+1 Lap
2017,Australian Grand Prix,sainz,toro_rosso,55,8,8,8,4.0,56,,,53,8,,+1 Lap
2017,Australian Grand Prix,kvyat,toro_rosso,26,9,9,9,2.0,56,,,51,4,,+1 Lap
2017,Australian Grand Prix,ocon,force_india,31,13,10,10,1.0,56,,,55,11,,+1 Lap
2017,Australian Grand Prix,hulkenberg,renault,27,11,11,11,0.0,56,,,55,12,,+1 Lap
2017,Australian Grand Prix,giovinazzi,sauber,36,16,12,12,0.0,55,,,51,13,,+2 Laps
2017,Australian Grand Prix,vandoorne,mclaren,2,18,13,13,0.0,55,,,53,15,,+2 Laps
2017,Australian Grand Prix,alonso,mclaren,14,12,14,R,0.0,50,,,48,17,,Vibrations
2017,Australian Grand Prix,kevin_magnussen,haas,20,17,15,R,0.0,46,,,46,7,,Suspension
2017,Australian Grand Prix,stroll,williams,18,20,16,R,0.0,40,,,38,14,,Brakes
2017,Australian Grand Prix,ricciardo,red_bull,3,0,17,R,0.0,25,,,21,16,,Power Unit
2017,Australian Grand Prix,ericsson,sauber,9,14,18,R,0.0,21,,,18,19,,Hydraulics
2017,Australian Grand Prix,jolyon_palmer,renault,30,19,19,R,0.0,15,,,6,20,,Brakes
2017,Australian Grand Prix,grosjean,haas,8,6,20,R,0.0,13,,,12,18,,Water leak
2017,Chinese Grand Prix,hamilton,mercedes,44,1,1,1,25.0,56,1:37:36.158,5856158,44,1,,Finished
2017,Chinese Grand Prix,vettel,ferrari,5,2,2,2,18.0,56,+6.250,5862408,40,2,,Finished
2017,Chinese Grand Prix,max_verstappen,red_bull,33,16,3,3,15.0,56,+45.192,5901350,31,7,,Finished
2017,Chinese Grand Prix,ricciardo,red_bull,3,5,4,4,12.0,56,+46.035,5902193,36,8,,Finished
2017,Chinese Grand Prix,raikkonen,ferrari,7,4,5,5,10.0,56,+48.076,5904234,42,4,,Finished
2017,Chinese Grand Prix,bottas,mercedes,77,3,6,6,8.0,56,+48.808,5904966,41,3,,Finished
2017,Chinese Grand Prix,sainz,toro_rosso,55,11,7,7,6.0,56,+1:12.893,5929051,30,10,,Finished
2017,Chinese Grand Prix,kevin_magnussen,haas,20,12,8,8,4.0,55,,,35,11,,+1 Lap
2017,Chinese Grand Prix,perez,force_india,11,8,9,9,2.0,55,,,55,6,,+1 Lap
2017,Chinese Grand Prix,ocon,force_india,31,17,10,10,1.0,55,,,55,9,,+1 Lap
2017,Chinese Grand Prix,grosjean,haas,8,19,11,11,0.0,55,,,50,12,,+1 Lap
2017,Chinese Grand Prix,hulkenberg,renault,27,7,12,12,0.0,55,,,36,13,,+1 Lap
2017,Chinese Grand Prix,jolyon_palmer,renault,30,20,13,13,0.0,55,,,47,14,,+1 Lap
2017,Chinese Grand Prix,massa,williams,19,6,14,14,0.0,55,,,50,5,,+1 Lap
2017,Chinese Grand Prix,ericsson,sauber,9,14,15,15,0.0,55,,,50,16,,+1 Lap
2017,Chinese Grand Prix,alonso,mclaren,14,13,16,R,0.0,33,,,31,15,,Driveshaft
2017,Chinese Grand Prix,kvyat,toro_rosso,26,9,17,R,0.0,18,,,18,17,,Hydraulics
2017,Chinese Grand Prix,vandoorne,mclaren,2,15,18,R,0.0,17,,,15,18,,Fuel pressure
2017,Chinese Grand Prix,giovinazzi,sauber,36,18,19,R,0.0,3,,,,,,Accident
2017,Chinese Grand Prix,stroll,williams,18,10,20,R,0.0,0,,,,,,Collision
2017,Bahrain Grand Prix,vettel,ferrari,5,3,1,1,25.0,57,1:33:53.374,5633374,36,4,,Finished
2017,Bahrain Grand Prix,hamilton,mercedes,44,2,2,2,18.0,57,+6.660,5640034,46,1,,Finished
2017,Bahrain Grand Prix,bottas,mercedes,77,1,3,3,15.0,57,+20.397,5653771,33,5,,Finished
2017,Bahrain Grand Prix,raikkonen,ferrari,7,5,4,4,12.0,57,+22.475,5655849,55,3,,Finished
2017,Bahrain Grand Prix,ricciardo,red_bull,3,4,5,5,10.0,57,+39.346,5672720,42,2,,Finished
2017,Bahrain Grand Prix,massa,williams,19,8,6,6,8.0,57,+54.326,5687700,39,6,,Finished
2017,Bahrain Grand Prix,perez,force_india,11,18,7,7,6.0,57,+1:02.606,5695980,39,7,,Finished
2017,Bahrain Grand Prix,grosjean,haas,8,9,8,8,4.0,57,+1:14.865,5708239,33,8,,Finished
2017,Bahrain Grand Prix,hulkenberg,renault,27,7,9,9,2.0,57,+1:20.188,5713562,40,12,,Finished
2017,Bahrain Grand Prix,ocon,force_india,31,14,10,10,1.0,57,+1:35.711,5729085,39,11,,Finished
2017,Bahrain Grand Prix,wehrlein,sauber,94,13,11,11,0.0,56,,,43,17,,+1 Lap
2017,Bahrain Grand Prix,kvyat,toro_rosso,26,11,12,12,0.0,56,,,45,9,,+1 Lap
2017,Bahrain Grand Prix,jolyon_palmer,renault,30,10,13,13,0.0,56,,,43,13,,+1 Lap
2017,Bahrain Grand Prix,alonso,mclaren,14,15,14,14,0.0,54,,,47,14,,Power Unit
2017,Bahrain Grand Prix,ericsson,sauber,9,19,15,R,0.0,50,,,35,10,,Gearbox
2017,Bahrain Grand Prix,sainz,toro_rosso,55,16,16,R,0.0,12,,,8,18,,Collision
2017,Bahrain Grand Prix,stroll,williams,18,12,17,R,0.0,12,,,10,15,,Collision
2017,Bahrain Grand Prix,max_verstappen,red_bull,33,6,18,R,0.0,11,,,4,16,,Brakes
2017,Bahrain Grand Prix,kevin_magnussen,haas,20,20,19,R,0.0,8,,,6,19,,Electrical
2017,Bahrain Grand Prix,vandoorne,mclaren,2,17,20,R,0.0,0,,,,,,Power Unit
2017,Russian Grand Prix,bottas,mercedes,77,3,1,1,25.0,52,1:28:08.743,5288743,49,3,,Finished
2017,Russian Grand Prix,vettel,ferrari,5,1,2,2,18.0,52,+0.617,5289360,49,2,,Finished
2017,Russian Grand Prix,raikkonen,ferrari,7,2,3,3,15.0,52,+11.000,5299743,49,1,,Finished
2017,Russian Grand Prix,hamilton,mercedes,44,4,4,4,12.0,52,+36.320,5325063,18,6,,Finished
2017,Russian Grand Prix,max_verstappen,red_bull,33,7,5,5,10.0,52,+1:00.416,5349159,47,8,,Finished
2017,Russian Grand Prix,perez,force_india,11,9,6,6,8.0,52,+1:26.788,5375531,51,9,,Finished
2017,Russian Grand Prix,ocon,force_india,31,10,7,7,6.0,52,+1:35.004,5383747,50,10,,Finished
2017,Russian Grand Prix,hulkenberg,renault,27,8,8,8,4.0,52,+1:36.188,5384931,52,7,,Finished
2017,Russian Grand Prix,massa,williams,19,6,9,9,2.0,51,,,45,4,,+1 Lap
2017,Russian Grand Prix,sainz,toro_rosso,55,14,10,10,1.0,51,,,51,11,,+1 Lap
2017,Russian Grand Prix,stroll,williams,18,11,11,11,0.0,51,,,50,12,,+1 Lap
2017,Russian Grand Prix,kvyat,toro_rosso,26,12,12,12,0.0,51,,,50,5,,+1 Lap
2017,Russian Grand Prix,kevin_magnussen,haas,20,13,13,13,0.0,51,,,40,13,,+1 Lap
2017,Russian Grand Prix,vandoorne,mclaren,2,20,14,14,0.0,51,,,47,14,,+1 Lap
2017,Russian Grand Prix,ericsson,sauber,9,18,15,15,0.0,51,,,48,15,,+1 Lap
2017,Russian Grand Prix,wehrlein,sauber,94,17,16,16,0.0,50,,,37,16,,+2 Laps
2017,Russian Grand Prix,ricciardo,red_bull,3,5,17,R,0.0,5,,,4,17,,Brakes
2017,Russian Grand Prix,jolyon_palmer,renault,30,16,18,R,0.0,0,,,,,,Collision
2017,Russian Grand Prix,grosjean,haas,8,19,19,R,0.0,0,,,,,,Collision
2017,Russian Grand Prix,alonso,mclaren,14,15,20,W,0.0,0,,,,,,Power Unit
2017,Spanish Grand Prix,hamilton,mercedes,44,1,1,1,25.0,66,1:35:56.497,5756497,64,1,,Finished
2017,Spanish Grand Prix,vettel,ferrari,5,2,2,2,18.0,66,+3.490,5759987,43,2,,Finished
2017,Spanish Grand Prix,ricciardo,red_bull,3,6,3,3,15.0,66,+1:15.820,5832317,40,3,,Finished
2017,Spanish Grand Prix,perez,force_india,11,8,4,4,12.0,65,,,51,7,,+1 Lap
2017,Spanish Grand Prix,ocon,force_india,31,10,5,5,10.0,65,,,40,11,,+1 Lap
2017,Spanish Grand Prix,hulkenberg,renault,27,13,6,6,8.0,65,,,56,15,,+1 Lap
2017,Spanish Grand Prix,sainz,toro_rosso,55,12,7,7,6.0,65,,,61,9,,+1 Lap
2017,Spanish Grand Prix,wehrlein,sauber,94,15,8,8,4.0,65,,,58,14,,+1 Lap
2017,Spanish Grand Prix,kvyat,toro_rosso,26,19,9,9,2.0,65,,,37,8,,+1 Lap
2017,Spanish Grand Prix,grosjean,haas,8,14,10,10,1.0,65,,,50,17,,+1 Lap
2017,Spanish Grand Prix,ericsson,sauber,9,16,11,11,0.0,64,,,60,10,,+2 Laps
2017,Spanish Grand Prix,alonso,mclaren,14,7,12,12,0.0,64,,,64,4,,+2 Laps
2017,Spanish Grand Prix,massa,williams,19,9,13,13,0.0,64,,,64,13,,+2 Laps
2017,Spanish Grand Prix,kevin_magnussen,haas,20,11,14,14,0.0,64,,,15,12,,+2 Laps
2017,Spanish Grand Prix,jolyon_palmer,renault,30,17,15,15,0.0,64,,,44,6,,+2 Laps
2017,Spanish Grand Prix,stroll,williams,18,18,16,16,0.0,64,,,50,16,,+2 Laps
2017,Spanish Grand Prix,bottas,mercedes,77,3,17,R,0.0,38,,,28,5,,Power Unit
2017,Spanish Grand Prix,vandoorne,mclaren,2,20,18,R,0.0,32,,,14,18,,Collision
2017,Spanish Grand Prix,max_verstappen,red_bull,33,5,19,R,0.0,1,,,,,,Collision damage
2017,Spanish Grand Prix,raikkonen,ferrari,7,4,20,R,0.0,0,,,,,,Collision damage
2017,Monaco Grand Prix,vettel,ferrari,5,2,1,1,25.0,78,1:44:44.340,6284340,38,2,,Finished
2017,Monaco Grand Prix,raikkonen,ferrari,7,1,2,2,18.0,78,+3.145,6287485,39,3,,Finished
2017,Monaco Grand Prix,ricciardo,red_bull,3,5,3,3,15.0,78,+3.745,6288085,51,4,,Finished
2017,Monaco Grand Prix,bottas,mercedes,77,3,4,4,12.0,78,+5.517,6289857,22,9,,Finished
2017,Monaco Grand Prix,max_verstappen,red_bull,33,4,5,5,10.0,78,+6.199,6290539,56,8,,Finished
2017,Monaco Grand Prix,sainz,toro_rosso,55,6,6,6,8.0,78,+12.038,6296378,39,14,,Finished
2017,Monaco Grand Prix,hamilton,mercedes,44,13,7,7,6.0,78,+15.801,6300141,54,5,,Finished
2017,Monaco Grand Prix,grosjean,haas,8,8,8,8,4.0,78,+18.150,6302490,45,18,,Finished
2017,Monaco Grand Prix,massa,williams,19,14,9,9,2.0,78,+19.445,6303785,50,12,,Finished
2017,Monaco Grand Prix,kevin_magnussen,haas,20,11,10,10,1.0,78,+21.443,6305783,44,7,,Finished
2017,Monaco Grand Prix,jolyon_palmer,renault,30,16,11,11,0.0,78,+22.737,6307077,55,13,,Finished
2017,Monaco Grand Prix,ocon,force_india,31,15,12,12,0.0,78,+23.725,6308065,52,10,,Finished
2017,Monaco Grand Prix,perez,force_india,11,7,13,13,0.0,78,+39.089,6323429,76,1,,Finished
2017,Monaco Grand Prix,kvyat,toro_rosso,26,9,14,14,0.0,71,,,43,11,,Collision damage
2017,Monaco Grand Prix,stroll,williams,18,17,15,15,0.0,71,,,71,6,,Brakes
2017,Monaco Grand Prix,vandoorne,mclaren,2,12,16,R,0.0,66,,,45,15,,Accident
2017,Monaco Grand Prix,ericsson,sauber,9,19,17,R,0.0,63,,,39,16,,Accident
2017,Monaco Grand Prix,button,mclaren,22,20,18,R,0.0,57,,,47,17,,Collision damage
2017,Monaco Grand Prix,wehrlein,sauber,94,18,19,R,0.0,57,,,25,20,,Collision
2017,Monaco Grand Prix,hulkenberg,renault,27,10,20,R,0.0,15,,,13,19,,Gearbox
2017,Canadian Grand Prix,hamilton,mercedes,44,1,1,1,25.0,70,1:33:05.154,5585154,64,1,,Finished
2017,Canadian Grand Prix,bottas,mercedes,77,3,2,2,18.0,70,+19.783,5604937,65,5,,Finished
2017,Canadian Grand Prix,ricciardo,red_bull,3,6,3,3,15.0,70,+35.297,5620451,67,8,,Finished
2017,Canadian Grand Prix,vettel,ferrari,5,2,4,4,12.0,70,+35.907,5621061,70,2,,Finished
2017,Canadian Grand Prix,perez,force_india,11,8,5,5,10.0,70,+40.476,5625630,62,11,,Finished
2017,Canadian Grand Prix,ocon,force_india,31,9,6,6,8.0,70,+40.716,5625870,68,9,,Finished
2017,Canadian Grand Prix,raikkonen,ferrari,7,4,7,7,6.0,70,+58.632,5643786,59,3,,Finished
2017,Canadian Grand Prix,hulkenberg,renault,27,10,8,8,4.0,70,+1:00.374,5645528,64,7,,Finished
2017,Canadian Grand Prix,stroll,williams,18,17,9,9,2.0,69,,,64,6,,+1 Lap
2017,Canadian Grand Prix,grosjean,haas,8,14,10,10,1.0,69,,,58,15,,+1 Lap
2017,Canadian Grand Prix,jolyon_palmer,renault,30,15,11,11,0.0,69,,,64,12,,+1 Lap
2017,Canadian Grand Prix,kevin_magnussen,haas,20,18,12,12,0.0,69,,,65,10,,+1 Lap
2017,Canadian Grand Prix,ericsson,sauber,9,19,13,13,0.0,69,,,50,16,,+1 Lap
2017,Canadian Grand Prix,vandoorne,mclaren,2,16,14,14,0.0,69,,,69,14,,+1 Lap
2017,Canadian Grand Prix,wehrlein,sauber,94,20,15,15,0.0,68,,,66,17,,+2 Laps
2017,Canadian Grand Prix,alonso,mclaren,14,12,16,16,0.0,66,,,63,4,,Power Unit
2017,Canadian Grand Prix,kvyat,toro_rosso,26,11,17,R,0.0,54,,,33,13,,Power Unit
2017,Canadian Grand Prix,max_verstappen,red_bull,33,5,18,R,0.0,10,,,9,18,,Electrical
2017,Canadian Grand Prix,massa,williams,19,7,19,R,0.0,0,,,,,,Collision
2017,Canadian Grand Prix,sainz,toro_rosso,55,13,20,R,0.0,0,,,,,,Collision
2017,Azerbaijan Grand Prix,ricciardo,red_bull,3,10,1,1,25.0,51,2:03:55.573,7435573,46,4,,Finished
2017,Azerbaijan Grand Prix,bottas,mercedes,77,2,2,2,18.0,51,+3.904,7439477,51,3,,Finished
2017,Azerbaijan Grand Prix,stroll,williams,18,8,3,3,15.0,51,+4.009,7439582,44,5,,Finished
2017,Azerbaijan Grand Prix,vettel,ferrari,5,4,4,4,12.0,51,+5.976,7441549,47,1,,Finished
2017,Azerbaijan Grand Prix,hamilton,mercedes,44,1,5,5,10.0,51,+6.188,7441761,46,2,,Finished
2017,Azerbaijan Grand Prix,ocon,force_india,31,7,6,6,8.0,51,+30.298,7465871,39,9,,Finished
2017,Azerbaijan Grand Prix,kevin_magnussen,haas,20,12,7,7,6.0,51,+41.753,7477326,45,11,,Finished
2017,Azerbaijan Grand Prix,sainz,toro_rosso,55,15,8,8,4.0,51,+49.400,7484973,46,10,,Finished
2017,Azerbaijan Grand Prix,alonso,mclaren,14,19,9,9,2.0,51,+59.551,7495124,49,6,,Finished
2017,Azerbaijan Grand Prix,wehrlein,sauber,94,14,10,10,1.0,51,+1:29.093,7524666,46,15,,Finished
2017,Azerbaijan Grand Prix,ericsson,sauber,9,17,11,11,0.0,51,+1:31.794,7527367,45,16,,Finished
2017,Azerbaijan Grand Prix,vandoorne,mclaren,2,18,12,12,0.0,51,+1:32.160,7527733,45,13,,Finished
2017,Azerbaijan Grand Prix,grosjean,haas,8,16,13,13,0.0,50,,,45,14,,+1 Lap
2017,Azerbaijan Grand Prix,raikkonen,ferrari,7,3,14,14,0.0,46,,,44,7,,Water pressure
2017,Azerbaijan Grand Prix,perez,force_india,11,6,15,R,0.0,39,,,37,8,,Seat
2017,Azerbaijan Grand Prix,massa,williams,19,9,16,R,0.0,25,,,10,17,,Suspension
2017,Azerbaijan Grand Prix,hulkenberg,renault,27,13,17,R,0.0,24,,,9,19,,Accident
2017,Azerbaijan Grand Prix,max_verstappen,red_bull,33,5,18,R,0.0,12,,,10,12,,Oil pressure
2017,Azerbaijan Grand Prix,kvyat,toro_rosso,26,11,19,R,0.0,9,,,9,18,,Battery
2017,Azerbaijan Grand Prix,jolyon_palmer,renault,30,20,20,R,0.0,7,,,5,20,,Power Unit
2017,Austrian Grand Prix,bottas,mercedes,77,1,1,1,25.0,71,1:21:48.523,4908523,51,5,,Finished
2017,Austrian Grand Prix,vettel,ferrari,5,2,2,2,18.0,71,+0.658,4909181,69,4,,Finished
2017,Austrian Grand Prix,ricciardo,red_bull,3,4,3,3,15.0,71,+6.012,4914535,69,2,,Finished
2017,Austrian Grand Prix,hamilton,mercedes,44,8,4,4,12.0,71,+7.430,4915953,69,1,,Finished
2017,Austrian Grand Prix,raikkonen,ferrari,7,3,5,5,10.0,71,+20.370,4928893,68,3,,Finished
2017,Austrian Grand Prix,grosjean,haas,8,6,6,6,8.0,71,+1:13.160,4981683,65,10,,Finished
2017,Austrian Grand Prix,perez,force_india,11,7,7,7,6.0,70,,,58,9,,+1 Lap
2017,Austrian Grand Prix,ocon,force_india,31,9,8,8,4.0,70,,,68,12,,+1 Lap
2017,Austrian Grand Prix,massa,williams,19,17,9,9,2.0,70,,,49,7,,+1 Lap
2017,Austrian Grand Prix,stroll,williams,18,18,10,10,1.0,70,,,67,13,,+1 Lap
2017,Austrian Grand Prix,jolyon_palmer,renault,30,16,11,11,0.0,70,,,64,11,,+1 Lap
2017,Austrian Grand Prix,vandoorne,mclaren,2,13,12,12,0.0,70,,,67,8,,+1 Lap
2017,Austrian Grand Prix,hulkenberg,renault,27,11,13,13,0.0,70,,,64,14,,+1 Lap
2017,Austrian Grand Prix,wehrlein,sauber,94,20,14,14,0.0,70,,,60,16,,+1 Lap
2017,Austrian Grand Prix,ericsson,sauber,9,19,15,15,0.0,69,,,56,17,,+2 Laps
2017,Austrian Grand Prix,kvyat,toro_rosso,26,14,16,16,0.0,68,,,57,6,,+3 Laps
2017,Austrian Grand Prix,sainz,toro_rosso,55,10,17,R,0.0,44,,,42,15,,Engine
2017,Austrian Grand Prix,kevin_magnussen,haas,20,15,18,R,0.0,29,,,23,18,,Hydraulics
2017,Austrian Grand Prix,alonso,mclaren,14,12,19,R,0.0,1,,,,,,Collision damage
2017,Austrian Grand Prix,max_verstappen,red_bull,33,5,20,R,0.0,0,,,,,,Collision damage
2017,British Grand Prix,hamilton,mercedes,44,1,1,1,25.0,51,1:21:27.430,4887430,48,1,,Finished
2017,British Grand Prix,bottas,mercedes,77,9,2,2,18.0,51,+14.063,4901493,46,3,,Finished
2017,British Grand Prix,raikkonen,ferrari,7,2,3,3,15.0,51,+36.570,4924000,44,4,,Finished
2017,British Grand Prix,max_verstappen,red_bull,33,4,4,4,12.0,51,+52.125,4939555,51,2,,Finished
2017,British Grand Prix,ricciardo,red_bull,3,19,5,5,10.0,51,+1:05.955,4953385,47,6,,Finished
2017,British Grand Prix,hulkenberg,renault,27,5,6,6,8.0,51,+1:08.109,4955539,43,8,,Finished
2017,British Grand Prix,vettel,ferrari,5,3,7,7,6.0,51,+1:33.989,4981419,38,5,,Finished
2017,British Grand Prix,ocon,force_india,31,7,8,8,4.0,50,,,39,15,,+1 Lap
2017,British Grand Prix,perez,force_india,11,6,9,9,2.0,50,,,42,14,,+1 Lap
2017,British Grand Prix,massa,williams,19,14,10,10,1.0,50,,,39,16,,+1 Lap
2017,British Grand Prix,vandoorne,mclaren,2,8,11,11,0.0,50,,,43,13,,+1 Lap
2017,British Grand Prix,kevin_magnussen,haas,20,16,12,12,0.0,50,,,41,9,,+1 Lap
2017,British Grand Prix,grosjean,haas,8,10,13,13,0.0,50,,,45,7,,+1 Lap
2017,British Grand Prix,ericsson,sauber,9,18,14,14,0.0,50,,,30,10,,+1 Lap
2017,British Grand Prix,kvyat,toro_rosso,26,12,15,15,0.0,50,,,29,17,,+1 Lap
2017,British Grand Prix,stroll,williams,18,15,16,16,0.0,50,,,44,12,,+1 Lap
2017,British Grand Prix,wehrlein,sauber,94,17,17,17,0.0,50,,,34,11,,+1 Lap
2017,British Grand Prix,alonso,mclaren,14,20,18,R,0.0,32,,,22,18,,Power Unit
2017,British Grand Prix,sainz,toro_rosso,55,13,19,R,0.0,0,,,,,,Collision damage
2017,British Grand Prix,jolyon_palmer,renault,30,11,20,R,0.0,0,,,,,,Hydraulics
2017,Hungarian Grand Prix,vettel,ferrari,5,1,1,1,25.0,70,1:39:46.713,5986713,69,4,,Finished
2017,Hungarian Grand Prix,raikkonen,ferrari,7,2,2,2,18.0,70,+0.908,5987621,70,2,,Finished
2017,Hungarian Grand Prix,bottas,mercedes,77,3,3,3,15.0,70,+12.462,5999175,68,6,,Finished
2017,Hungarian Grand Prix,hamilton,mercedes,44,4,4,4,12.0,70,+12.885,5999598,66,5,,Finished
2017,Hungarian Grand Prix,max_verstappen,red_bull,33,5,5,5,10.0,70,+13.276,5999989,44,3,,Finished
2017,Hungarian Grand Prix,alonso,mclaren,14,7,6,6,8.0,70,+1:11.223,6057936,69,1,,Finished
2017,Hungarian Grand Prix,sainz,toro_rosso,55,9,7,7,6.0,69,,,67,11,,+1 Lap
2017,Hungarian Grand Prix,perez,force_india,11,13,8,8,4.0,69,,,68,14,,+1 Lap
2017,Hungarian Grand Prix,ocon,force_india,31,11,9,9,2.0,69,,,60,15,,+1 Lap
2017,Hungarian Grand Prix,vandoorne,mclaren,2,8,10,10,1.0,69,,,44,12,,+1 Lap
2017,Hungarian Grand Prix,kvyat,toro_rosso,26,16,11,11,0.0,69,,,42,9,,+1 Lap
2017,Hungarian Grand Prix,jolyon_palmer,renault,30,10,12,12,0.0,69,,,68,7,,+1 Lap
2017,Hungarian Grand Prix,kevin_magnussen,haas,20,15,13,13,0.0,69,,,67,13,,+1 Lap
2017,Hungarian Grand Prix,stroll,williams,18,17,14,14,0.0,69,,,53,16,,+1 Lap
2017,Hungarian Grand Prix,wehrlein,sauber,94,18,15,15,0.0,68,,,50,18,,+2 Laps
2017,Hungarian Grand Prix,ericsson,sauber,9,20,16,16,0.0,68,,,66,10,,+2 Laps
2017,Hungarian Grand Prix,hulkenberg,renault,27,12,17,17,0.0,67,,,61,8,,Brakes
2017,Hungarian Grand Prix,resta,williams,40,19,18,R,0.0,60,,,49,17,,Oil leak
2017,Hungarian Grand Prix,grosjean,haas,8,14,19,R,0.0,20,,,19,19,,Wheel nut
2017,Hungarian Grand Prix,ricciardo,red_bull,3,6,20,R,0.0,0,,,,,,Collision
2017,Belgian Grand Prix,hamilton,mercedes,44,1,1,1,25.0,44,1:24:42.820,5082820,35,2,,Finished
2017,Belgian Grand Prix,vettel,ferrari,5,2,2,2,18.0,44,+2.358,5085178,41,1,,Finished
2017,Belgian Grand Prix,ricciardo,red_bull,3,6,3,3,15.0,44,+10.791,5093611,44,3,,Finished
2017,Belgian Grand Prix,raikkonen,ferrari,7,4,4,4,12.0,44,+14.471,5097291,36,5,,Finished
2017,Belgian Grand Prix,bottas,mercedes,77,3,5,5,10.0,44,+16.456,5099276,37,4,,Finished
2017,Belgian Grand Prix,hulkenberg,renault,27,7,6,6,8.0,44,+28.087,5110907,39,7,,Finished
2017,Belgian Grand Prix,grosjean,haas,8,11,7,7,6.0,44,+31.553,5114373,37,8,,Finished
2017,Belgian Grand Prix,massa,williams,19,16,8,8,4.0,44,+36.649,5119469,37,11,,Finished
2017,Belgian Grand Prix,ocon,force_india,31,9,9,9,2.0,44,+38.154,5120974,37,14,,Finished
2017,Belgian Grand Prix,sainz,toro_rosso,55,13,10,10,1.0,44,+39.447,5122267,39,13,,Finished
2017,Belgian Grand Prix,stroll,williams,18,15,11,11,0.0,44,+48.999,5131819,41,16,,Finished
2017,Belgian Grand Prix,kvyat,toro_rosso,26,19,12,12,0.0,44,+49.940,5132760,39,12,,Finished
2017,Belgian Grand Prix,jolyon_palmer,renault,30,14,13,13,0.0,44,+53.239,5136059,44,10,,Finished
2017,Belgian Grand Prix,vandoorne,mclaren,2,20,14,14,0.0,44,+57.078,5139898,44,15,,Finished
2017,Belgian Grand Prix,kevin_magnussen,haas,20,12,15,15,0.0,44,+1:07.262,5150082,36,9,,Finished
2017,Belgian Grand Prix,ericsson,sauber,9,17,16,16,0.0,44,+1:09.711,5152531,25,17,,Finished
2017,Belgian Grand Prix,perez,force_india,11,8,17,17,0.0,42,,,27,6,,Gearbox
2017,Belgian Grand Prix,alonso,mclaren,14,10,18,R,0.0,25,,,12,19,,Engine
2017,Belgian Grand Prix,max_verstappen,red_bull,33,5,19,R,0.0,7,,,5,18,,Engine
2017,Belgian Grand Prix,wehrlein,sauber,94,18,20,R,0.0,2,,,,,,Collision
2017,Italian Grand Prix,hamilton,mercedes,44,1,1,1,25.0,53,1:15:32.312,4532312,50,2,,Finished
2017,Italian Grand Prix,bottas,mercedes,77,4,2,2,18.0,53,+4.471,4536783,53,3,,Finished
2017,Italian Grand Prix,vettel,ferrari,5,6,3,3,15.0,53,+36.317,4568629,51,4,,Finished
2017,Italian Grand Prix,ricciardo,red_bull,3,16,4,4,12.0,53,+40.335,4572647,49,1,,Finished
2017,Italian Grand Prix,raikkonen,ferrari,7,5,5,5,10.0,53,+1:00.082,4592394,43,8,,Finished
2017,Italian Grand Prix,ocon,force_india,31,3,6,6,8.0,53,+1:11.528,4603840,53,11,,Finished
2017,Italian Grand Prix,stroll,williams,18,2,7,7,6.0,53,+1:14.156,4606468,51,10,,Finished
2017,Italian Grand Prix,massa,williams,19,7,8,8,4.0,53,+1:14.834,4607146,30,9,,Finished
2017,Italian Grand Prix,perez,force_india,11,10,9,9,2.0,53,+1:15.276,4607588,48,6,,Finished
2017,Italian Grand Prix,max_verstappen,red_bull,33,13,10,10,1.0,52,,,48,5,,+1 Lap
2017,Italian Grand Prix,kevin_magnussen,haas,20,9,11,11,0.0,52,,,48,15,,+1 Lap
2017,Italian Grand Prix,kvyat,toro_rosso,26,8,12,12,0.0,52,,,43,14,,+1 Lap
2017,Italian Grand Prix,hulkenberg,renault,27,14,13,13,0.0,52,,,46,16,,+1 Lap
2017,Italian Grand Prix,sainz,toro_rosso,55,15,14,14,0.0,52,,,46,17,,+1 Lap
2017,Italian Grand Prix,grosjean,haas,8,20,15,15,0.0,52,,,48,7,,+1 Lap
2017,Italian Grand Prix,wehrlein,sauber,94,12,16,16,0.0,51,,,47,18,,+2 Laps
2017,Italian Grand Prix,alonso,mclaren,14,19,17,17,0.0,50,,,44,13,,Gearbox
2017,Italian Grand Prix,ericsson,sauber,9,11,18,18,0.0,49,,,20,20,,Gearbox
2017,Italian Grand Prix,vandoorne,mclaren,2,18,19,R,0.0,33,,,30,19,,Engine
2017,Italian Grand Prix,jolyon_palmer,renault,30,17,20,R,0.0,29,,,27,12,,Engine
2017,Singapore Grand Prix,hamilton,mercedes,44,5,1,1,25.0,58,2:03:23.544,7403544,55,1,,Finished
2017,Singapore Grand Prix,ricciardo,red_bull,3,3,2,2,18.0,58,+4.507,7408051,57,2,,Finished
2017,Singapore Grand Prix,bottas,mercedes,77,6,3,3,15.0,58,+8.800,7412344,54,3,,Finished
2017,Singapore Grand Prix,sainz,toro_rosso,55,10,4,4,12.0,58,+22.822,7426366,52,4,,Finished
